N°;EXPEDIENTE;NOMBRE_PROY;CONVENIO;UBIGEO_TOTAL;DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO_POBLADO;COD_UT;UNIDAD_TERRITORIAL;COD_SUB_TIPO_PROY;SUB_TIPO_PROY;ALIAS_ SUB_TIPO_PROY;RESUMEN_ETAPA;FECHA_INICIO;FECHA_TERMINO;MONTO_APROB;HOGARES
1932;2020170008;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN JOSE DE CHURIA;2020170027;0511010037;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;SAN JOSE DE CHURIA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;15/12/2020; 450,000 ; 100 
1933;2020170009;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUALLHUA;2020170004;0504110001;AYACUCHO;HUANTA;PUCACOLPA;HUALLHUA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;25/10/2022; 450,000 ; 100 
1934;2020170010;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PALOMA ALEGRE;2020170005;0504110017;AYACUCHO;HUANTA;PUCACOLPA;PALOMA ALEGRE;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;25/10/2022; 450,000 ; 100 
1935;2020170011;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LLACCTAPATA;2020170006;0504110049;AYACUCHO;HUANTA;PUCACOLPA;LLACTAPATA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;25/10/2022; 450,000 ; 100 
1936;2020170012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHACHASPATA;2020170007;0504110044;AYACUCHO;HUANTA;PUCACOLPA;CHACHASPATA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;25/10/2022; 450,000 ; 100 
1937;2020170013;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN SALVADOR DE QUIJE;2020170001;0509090001;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;SAN SALVADOR DE QUIJE;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;31/12/2020; 855,000 ; 190 
1938;2020170014;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR POTONGO;2020170002;0509090009;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;POTONGO;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;31/12/2020; 450,000 ; 100 
1939;2020170015;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PALLCCA;2020170003;0509090029;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;PALLCCA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;31/12/2020; 495,000 ; 110 
1940;2020170016;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR AYAHUANCO;2020170008;0504020036;AYACUCHO;HUANTA;AYAHUANCO;AYAHUANCO;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/06/2021; 450,000 ; 100 
1941;2020170017;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VIRACOCHAN;2020170009;0504020001;AYACUCHO;HUANTA;AYAHUANCO;VIRACOCHAN;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;31/08/2021; 450,000 ; 100 
1942;2020170018;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR QOCHACC;2020170010;0504020028;AYACUCHO;HUANTA;AYAHUANCO;QOCHACC;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;31/08/2021; 450,000 ; 100 
1943;2020170019;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PAMPA CORIS;2020170011;0504020024;AYACUCHO;HUANTA;AYAHUANCO;PAMPA CORIS;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;31/08/2021; 450,000 ; 100 
1944;2020170020;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN GERONIMO DE TAULLI;2020170016;0503020009;AYACUCHO;HUANCA SANCOS;CARAPO;SAN GERONIMO DE TAULLI;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;30/11/2020; 450,000 ; 100 
1945;2020170021;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN MIGUEL DE MANCHIRI;2020170017;0503020015;AYACUCHO;HUANCA SANCOS;CARAPO;SAN MIGUEL DE MANCHIRI;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;30/11/2020; 450,000 ; 100 
1946;2020170022;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PORTA CRUZ 01;2020170018;0503020025;AYACUCHO;HUANCA SANCOS;CARAPO;PORTA CRUZ;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;30/11/2020; 450,000 ; 100 
1947;2020170023;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PORTA CRUZ 02;2020170019;0503020025;AYACUCHO;HUANCA SANCOS;CARAPO;PORTA CRUZ;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;30/11/2020; 450,000 ; 100 
1948;2020170024;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LUCANAMARCA 01;2020170020;0503040001;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;SANTIAGO DE LUCANAMARCA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;30/11/2020; 450,000 ; 100 
1949;2020170025;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LUCANAMARCA 02;2020170021;0503040001;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;SANTIAGO DE LUCANAMARCA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;30/11/2020; 450,000 ; 100 
1950;2020170026;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LUCANAMARCA 03;2020170022;0503040001;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;SANTIAGO DE LUCANAMARCA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;30/11/2020; 450,000 ; 100 
1951;2020170027;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TIO PAMPA;2020170023;0503040095;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;SAN MARTIN DE TIO PAMPA;20;AYACUCHO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;15/09/2017;30/11/2020; 450,000 ; 100 
1952;0320170001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR BARBASCO ;0320170009;0606070042;CAJAMARCA;CUTERVO;QUEROCOTILLO;BARBASCO;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 454,500 ; 101 
1953;0320170002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR INGUER ;0320170010;0606070043;CAJAMARCA;CUTERVO;QUEROCOTILLO;INGUER;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 540,000 ; 120 
1954;0320170003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LAS DELICIAS ;0320170011;0606070030;CAJAMARCA;CUTERVO;QUEROCOTILLO;LAS DELICIAS;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 697,500 ; 155 
1955;0320170004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN ANTONIO ;0320170012;0606070046;CAJAMARCA;CUTERVO;QUEROCOTILLO;SAN ANTONIO;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 508,500 ; 113 
1956;2520170007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MOLLEBAMBITA;2520170007;0215090009;ANCASH;PALLASCA;PAMPAS;MOLLEBAMBITA;25;CHIMBOTE;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/11/2017;31/01/2021; 796,500 ; 177 
1957;2520170006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR UCHUPAMPA;2520170006;0215090004;ANCASH;PALLASCA;PAMPAS;UCHUPAMPA;25;CHIMBOTE;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/11/2017;31/01/2021; 823,500 ; 183 
1958;2520170005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR RURASHCA;2520170002;0201100022;ANCASH;HUARAZ;PARIACOTO;RURASHCA;25;CHIMBOTE;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;27/10/2017;31/01/2021; 1,084,500 ; 241 
1959;2520170004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHACCHAN;2520170001;0201100024;ANCASH;HUARAZ;PARIACOTO;CHACCHAN;25;CHIMBOTE;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;27/10/2017;31/01/2021; 936,000 ; 208 
1960;2520170003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CAJABAMBA III;2520170005;0212060051;ANCASH;HUAYLAS;PAMPAROMAS;CAJABAMBA BAJA;25;CHIMBOTE;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;26/10/2017;31/01/2021; 522,000 ; 116 
1961;2520170002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CAJABAMBA II;2520170004;0212060051;ANCASH;HUAYLAS;PAMPAROMAS;CAJABAMBA BAJA;25;CHIMBOTE;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;26/10/2017;31/01/2021; 526,500 ; 117 
1962;2520170001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CAJABAMBA I;2520170003;0212060051;ANCASH;HUAYLAS;PAMPAROMAS;CAJABAMBA BAJA;25;CHIMBOTE;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;26/10/2017;31/01/2021; 774,000 ; 172 
1963;0420170003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR EL EMPALME;0420170015;0611070002;CAJAMARCA;SAN MIGUEL;LLAPA;EL EMPALME;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;28/02/2021; 904,500 ; 201 
1964;0420170004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PABELLON CHICO;0420170016;0611070006;CAJAMARCA;SAN MIGUEL;LLAPA;PABELLON CHICO;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;28/02/2021; 900,000 ; 200 
1965;0420170005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SANTA CRUZ - MIRAFLORES;0420170009;0603030042;CAJAMARCA;CELENDIN;CORTEGANA;SANTA CRUZ;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;26/03/2021; 481,500 ; 107 
1966;0420170006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHUPICA - PUEBLO NUEVO;0420170010;0603030041;CAJAMARCA;CELENDIN;CORTEGANA;CHUPICA;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;26/03/2021; 751,500 ; 167 
1967;0420170007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN MIGUEL;0420170011;0603030026;CAJAMARCA;CELENDIN;CORTEGANA;SAN MIGUEL;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;24/03/2021; 504,000 ; 112 
1968;0420170008;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR NUEVA ALIANZA;0420170004;0603120014;CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;NUEVA ALIANZA;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;28/02/2021; 684,000 ; 152 
1969;0420170009;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PAUCAPAMPA - SANCHAN;0420170005;0603120020;CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;PAUCAPAMPA;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;28/02/2021; 558,000 ; 124 
1970;0420170010;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR EL PORVENIR - RAMOSCUCHO;0420170006;0603120004;CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;EL PORVENIR;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;28/02/2021; 841,500 ; 187 
1971;0420170011;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHAMIS;0420170017;0601010072;CAJAMARCA;CAJAMARCA;CAJAMARCA;CHAMIS;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;9/08/2017;23/03/2021; 900,000 ; 200 
1972;0420170012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUAYLLAPAMPA;0420170018;0601010118;CAJAMARCA;CAJAMARCA;CAJAMARCA;HUAYLLAPAMPA;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;9/08/2017;23/03/2021; 900,000 ; 200 
1973;0420170013;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAMADAY;0420170012;0601110046;CAJAMARCA;CAJAMARCA;NAMORA;SAMADAY;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;28/02/2021; 522,000 ; 116 
1974;0420170014;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUAYAN - COSE;0420170013;0601110040;CAJAMARCA;CAJAMARCA;NAMORA;HUAYAN;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;28/02/2021; 720,000 ; 160 
1975;0920170005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CALERA;0920170003;0507060043;AYACUCHO;PARINACOCHAS;PUYUSCA;CALERA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/03/2021; 423,000 ; 94 
1976;0920170006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR COLLAHUACHO;0920170004;0507060015;AYACUCHO;PARINACOCHAS;PUYUSCA;COLLAHUACHO;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/03/2021; 580,500 ; 129 
1977;0920170007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LACAYA;0920170005;0507060012;AYACUCHO;PARINACOCHAS;PUYUSCA;LACAYA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/03/2021; 382,500 ; 85 
1978;0920170008;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR YURACCHUASI;0920170006;0507060027;AYACUCHO;PARINACOCHAS;PUYUSCA;YURACCHUASI;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/03/2021; 445,500 ; 99 
1979;0920170009;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CARHUANILLA;0920170009;0507020038;AYACUCHO;PARINACOCHAS;CHUMPI;CARHUANILLA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/01/2021; 441,000 ; 98 
1980;0920170010;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PINAHUA;0920170010;0507020041;AYACUCHO;PARINACOCHAS;CHUMPI;PINAHUA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/01/2021; 499,500 ; 111 
1981;0920170011;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR BELLAVISTA;0920170011;0507020007;AYACUCHO;PARINACOCHAS;CHUMPI;BELLAVISTA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/01/2021; 900,000 ; 200 
1982;0920170012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SANTIAGO DE PACUCHA 1;0920170012;0506180048;AYACUCHO;LUCANAS;SAN PEDRO DE PALCO;SANTIAGO DE PACUCHA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/03/2021; 900,000 ; 200 
1983;0920170013;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SANTIAGO DE PACUCHA 2;0920170013;0506180048;AYACUCHO;LUCANAS;SAN PEDRO DE PALCO;SANTIAGO DE PACUCHA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/03/2021; 900,000 ; 200 
